Paid,AreaType,AvgIncome,Age,LateFees,Gender,UnemployRate,Newsletter,EmailDomain
Default,Suburban,53494.16,18,124,Unknown,0.03,Yes,msn.com
Paid,Suburban,60141.63,36,0,Male,0.16,No,outlook.com
Default,Suburban,29795.67,33,0,Female,0.21,No,icloud.com
Paid,Suburban,43520.98,43,0,Male,0.16,Yes,Other
Paid,Urban,106152.62,29,0,Unknown,0.03,Yes,gmail.com
Paid,Urban,102828.57,30,0,Male,0.02,Yes,gmail.com
Default,Urban,71315.77,28,0,Female,0.02,Yes,gmail.com
Paid,Urban,103258.63,39,0,Male,0.02,Yes,icloud.com
Paid,Urban,66798.51,24,0,Unknown,0.01,No,msn.com
Paid,Rural,65131.79,39,0,Male,0.02,No,outlook.com
Paid,Urban,71130.21,47,0,Female,0.11,No,outlook.com
Default,Urban,67501.57,34,0,Male,0.18,No,gmail.com
Paid,Urban,65696.07,30,0,Female,0.02,Yes,yahoo.com
Paid,Suburban,92867.96,42,0,Male,0.04,Yes,gmail.com
Default,Suburban,73002.71,25,0,Male,0.27,Yes,gmail.com
Paid,Urban,84249.64,32,0,Female,0.01,Yes,gmail.com
Paid,Urban,90627.61,26,0,Diverse,0.02,No,gmail.com
Paid,Suburban,77763.72,23,0,Female,0.01,Yes,msn.com
Default,Urban,50594.57,18,276,Male,0.14,Yes,gmail.com
Default,Suburban,42942.68,57,101,Female,0.02,Yes,yahoo.com
Paid,Suburban,72975.61,63,0,Female,0.02,Yes,icloud.com
Paid,Urban,66574.87,25,0,Female,0.15,No,gmail.com
Default,Urban,71747.83,31,0,Male,0.09,No,yahoo.com
Paid,Rural,69678.92,27,0,Unknown,0.02,Yes,gmail.com
Paid,Urban,121671.47,47,0,Male,0.02,Yes,protonmail.com
Paid,Urban,43395.47,50,0,Male,0.02,No,gmail.com
Paid,Suburban,30201.07,28,0,Male,0.16,Yes,yahoo.com
Paid,Rural,76647.54,37,0,Unknown,0.1,Yes,protonmail.com
Paid,Rural,62471.55,22,0,Diverse,0.02,Yes,hotmail.com
Paid,Suburban,76321.36,56,0,Diverse,0.01,No,gmail.com
Paid,Urban,81677.66,37,0,Male,0.04,Yes,yahoo.com
Paid,Urban,95682.09,18,0,Female,0.03,No,gmail.com
Paid,Suburban,39855.48,26,0,Male,0.2,Yes,gmail.com
Default,Urban,58865.64,26,0,Unknown,0.19,No,outlook.com
Paid,Urban,78575.23,38,0,Female,0.03,No,gmail.com
Default,Rural,85409.27,46,0,Female,0.02,No,gmail.com
Default,Urban,113868.99,26,110,Male,0.03,Yes,msn.com
Paid,Urban,89114.08,58,0,Female,0.01,No,yahoo.com
Default,Urban,68864.23,54,0,Female,0.12,Yes,yandex.com
Default,Urban,52191.28,26,0,Female,0.19,Yes,gmail.com
Paid,Urban,58714.2,31,0,Female,0.02,No,icloud.com
Paid,Urban,58145.94,56,0,Female,0.02,Yes,hotmail.com
Default,Urban,83104.67,48,263,Female,0.01,No,hotmail.com
Paid,Suburban,75139.95,25,0,Unknown,0.13,Yes,hotmail.com
Paid,Suburban,43527.01,42,0,Male,0.07,Yes,gmail.com
Paid,Urban,61281.97,75,0,Male,0.17,No,yahoo.com
Paid,Rural,87550.95,32,0,Female,0.02,No,protonmail.com
Default,Urban,77033.25,21,0,Male,0.23,Yes,yahoo.com
Paid,Urban,81372.89,33,0,Male,0.01,No,outlook.com
Paid,Rural,77658.43,34,0,Male,0.02,Yes,gmail.com
Paid,Urban,102528.61,22,0,Female,0.02,Yes,icloud.com
Paid,Rural,74720.86,37,0,Male,0.02,No,protonmail.com
Paid,Urban,62279.54,26,0,Female,0.08,No,gmail.com
Default,Rural,51684.9,20,0,Unknown,0.08,No,Other
Paid,Urban,74992.19,41,0,Female,0.1,No,gmail.com
Default,Rural,21185.92,27,0,Female,0.29,No,yahoo.com
Paid,Urban,66314.22,44,0,Male,0.02,No,yahoo.com
Paid,Rural,65883.2,30,0,Male,0.02,Yes,hotmail.com
Paid,Urban,42710.58,33,0,Male,0.13,No,yahoo.com
Default,Urban,51434.68,23,0,Unknown,0.15,No,outlook.com
Default,Rural,86193.15,34,0,Female,0.03,Yes,yandex.com
Paid,Urban,74614.23,50,0,Male,0.01,Yes,yahoo.com
Paid,Suburban,72035.77,31,0,Female,0.13,No,gmail.com
Paid,Suburban,76126.95,26,0,Male,0.02,No,yahoo.com
Default,Urban,71852.55,39,0,Female,0.26,Yes,yahoo.com
Paid,Suburban,94857.25,38,0,Male,0.03,No,gmail.com
Paid,Urban,72468.58,32,0,Male,0.05,Yes,icloud.com
Default,Rural,40835.74,28,0,Male,0.15,No,yahoo.com
Default,Urban,102602.6,31,138,Male,0.02,No,gmail.com
Paid,Urban,77406.81,28,0,Female,0.09,Yes,outlook.com
Default,Rural,58214.93,18,0,Female,0.02,No,yahoo.com
Paid,Rural,44931.97,32,0,Male,0.11,Yes,mail.com
Default,Urban,77918.28,32,0,Female,0.22,No,yahoo.com
Paid,Suburban,67656.56,48,0,Male,0.01,No,protonmail.com
Paid,Urban,101482.94,26,0,Female,0.02,Yes,hotmail.com
Paid,Urban,63081.85,29,0,Male,0.15,No,icloud.com
Paid,Urban,53252.38,19,0,Male,0.1,Yes,icloud.com
Paid,Urban,87915.92,43,0,Male,0.03,No,aol.com
Default,Urban,88505.64,41,0,Female,0.05,Yes,yahoo.com
Paid,Urban,73373.03,38,0,Unknown,0.11,No,yahoo.com
Default,Rural,83527.14,19,219,Male,0.02,No,gmail.com
Paid,Rural,69246.26,43,0,Male,0.17,Yes,yahoo.com
Paid,Suburban,74677.3,31,0,Male,0.14,No,icloud.com
Paid,Urban,93299.82,26,0,Male,0.01,Yes,gmail.com
Paid,Urban,82506.37,26,0,Male,0.01,No,gmail.com
Paid,Suburban,66614.51,29,0,Male,0.02,No,gmail.com
Paid,Suburban,97047.25,40,0,Unknown,0.02,Yes,gmail.com
Default,Urban,22702.89,26,0,Male,0.22,Yes,protonmail.com
Paid,Rural,111041.47,50,0,Female,0.02,No,protonmail.com
Paid,Suburban,35880.82,32,0,Male,0.01,No,gmail.com
Default,Rural,57458.14,29,0,Male,0.13,No,msn.com
Paid,Suburban,69181.65,32,0,Female,0.03,Yes,outlook.com
Default,Suburban,67070.39,46,0,Female,0.24,No,yahoo.com
Default,Urban,90128.22,39,0,Male,0.02,No,yahoo.com
Default,Rural,48843.27,46,0,Male,0.02,No,icloud.com
Default,Rural,75215.34,35,0,Male,0.1,Yes,icloud.com
Default,Urban,58435.76,24,0,Male,0.02,No,gmail.com
Default,Urban,75902.82,36,111,Unknown,0.1,No,outlook.com
Paid,Urban,68704.55,56,0,Female,0.13,No,outlook.com
Paid,Suburban,71858.71,40,0,Unknown,0.02,Yes,yandex.com
Paid,Rural,59001.5,73,0,Male,0.02,No,gmail.com
Default,Urban,59798.72,23,233,Female,0.02,No,hotmail.com
Paid,Urban,75745.45,19,0,Male,0.01,No,yahoo.com
Default,Urban,88874.31,28,0,Diverse,0.02,Yes,aol.com
Paid,Rural,58034.41,51,0,Male,0.15,No,outlook.com
Paid,Suburban,52624.65,25,0,Female,0.09,No,gmail.com
Default,Suburban,82269.2,32,151,Male,0.03,Yes,msn.com
Paid,Urban,69349.92,31,0,Female,0.04,No,gmail.com
Paid,Urban,86609.96,31,0,Female,0.01,No,msn.com
Default,Urban,51884.06,20,0,Female,0.27,No,yahoo.com
Default,Urban,34411.22,28,225,Male,0.07,Yes,icloud.com
Default,Rural,59339.92,27,0,Female,0.17,No,gmail.com
Paid,Suburban,54672.95,30,0,Female,0.15,No,icloud.com
Paid,Rural,68424.23,44,0,Male,0.07,No,protonmail.com
Paid,Rural,57263.1,56,0,Female,0.02,Yes,gmail.com
Paid,Urban,84820.34,28,0,Unknown,0.02,Yes,msn.com
Paid,Suburban,64236.99,24,0,Unknown,0.11,No,yahoo.com
Default,Rural,73009.49,18,0,Male,0.08,No,gmail.com
Default,Suburban,73152.69,33,0,Unknown,0.17,No,msn.com
Paid,Urban,73899.1,22,0,Unknown,0.07,No,gmail.com
Default,Urban,69517.42,34,0,Male,0.25,No,protonmail.com
Default,Urban,80212.01,47,91,Female,0.01,Yes,outlook.com
Default,Rural,54086.9,27,0,Unknown,0.12,Yes,aol.com
Paid,Suburban,97988.36,37,0,Female,0.02,No,aol.com
Paid,Urban,65269.25,23,0,Male,0.16,No,yahoo.com
Paid,Suburban,43769.02,37,0,Female,0.02,No,msn.com
Paid,Suburban,73761.47,29,0,Male,0.02,No,outlook.com
Paid,Urban,52976.39,48,0,Male,0.02,Yes,mail.com
Default,Urban,83306.69,44,237,Diverse,0.01,Yes,yahoo.com
Paid,Suburban,114192.11,39,0,Male,0.02,Yes,gmail.com
Paid,Urban,54268.56,42,0,Diverse,0.14,No,yahoo.com
Default,Suburban,76647.45,19,0,Male,0.11,Yes,msn.com
Paid,Urban,34889.89,21,0,Female,0.06,Yes,gmail.com
Paid,Rural,79078.1,41,0,Female,0.02,No,aol.com
Paid,Urban,52285.72,18,0,Female,0.02,Yes,yahoo.com
Paid,Urban,57503.31,52,0,Unknown,0.01,Yes,outlook.com
Default,Rural,47974.27,25,212,Diverse,0.01,Yes,protonmail.com
Default,Urban,84643.02,38,0,Female,0.02,Yes,yahoo.com
Paid,Urban,90146.09,61,0,Male,0.02,Yes,hotmail.com
Default,Urban,70467.7,19,0,Female,0.07,No,yahoo.com
Default,Suburban,52711.47,31,0,Male,0.02,No,outlook.com
Paid,Suburban,101790.46,46,0,Male,0.04,No,protonmail.com
Paid,Suburban,54991.8,44,0,Male,0.18,No,gmail.com
Paid,Urban,26759.35,25,0,Male,0.3,Yes,yahoo.com
Paid,Urban,79167.78,22,0,Male,0.12,Yes,gmail.com
Paid,Urban,47904.51,27,0,Male,0.02,No,gmail.com
Paid,Urban,89772.18,52,0,Female,0.02,Yes,gmail.com
Paid,Urban,62377.25,26,0,Male,0.04,No,hotmail.com
Paid,Urban,82074.26,31,0,Male,0.03,Yes,gmail.com
Default,Urban,98030.01,24,0,Female,0.01,No,yahoo.com
Paid,Rural,45822.82,41,0,Male,0.02,Yes,yahoo.com
Paid,Urban,58681.26,32,0,Male,0.01,Yes,mail.com
Default,Urban,68486.58,27,0,Female,0.11,No,hotmail.com
Default,Suburban,100751.03,36,0,Female,0.03,No,icloud.com
Default,Urban,56832.35,37,0,Unknown,0.06,Yes,protonmail.com
Paid,Suburban,58109.93,18,0,Male,0.02,Yes,yahoo.com
Paid,Rural,79562.81,42,0,Female,0.07,Yes,msn.com
Default,Rural,58455.43,50,179,Male,0.21,Yes,mail.com
Paid,Urban,73050.52,40,0,Male,0.07,Yes,msn.com
Paid,Rural,38969.25,38,0,Male,0.02,No,outlook.com
Paid,Urban,114286.6,28,0,Female,0.01,No,msn.com
Paid,Urban,43045.82,42,0,Male,0.13,No,yahoo.com
Default,Urban,63564.95,34,0,Female,0.09,Yes,outlook.com
Paid,Rural,69350.38,57,0,Diverse,0.12,Yes,gmail.com
Paid,Urban,108253.76,29,0,Male,0.01,Yes,icloud.com
Paid,Urban,43503.08,50,0,Male,0.02,No,outlook.com
Default,Suburban,109674.08,43,0,Female,0.02,Yes,gmail.com
Paid,Urban,85143.54,41,0,Male,0.01,Yes,yahoo.com
Default,Urban,78341.91,25,0,Diverse,0.17,No,gmail.com
Paid,Urban,50307.33,44,0,Unknown,0.02,Yes,outlook.com
Paid,Urban,81422.82,28,0,Male,0.02,Yes,aol.com
Default,Urban,55530.27,23,176,Female,0.06,Yes,icloud.com
Default,Urban,95333.23,37,0,Female,0.04,Yes,yandex.com
Default,Suburban,50578.76,30,0,Female,0.02,Yes,hotmail.com
Paid,Urban,67736.83,31,0,Male,0.03,No,outlook.com
Paid,Urban,58894.54,25,0,Male,0.02,Yes,yahoo.com
Paid,Rural,50249.54,27,0,Female,0.2,No,yahoo.com
Paid,Urban,84826.4,37,0,Female,0.02,No,outlook.com
Paid,Suburban,80709.17,43,0,Unknown,0.02,Yes,Other
Paid,Urban,94180.2,33,0,Female,0.04,Yes,gmail.com
Default,Urban,34402.5,47,187,Female,0.1,No,icloud.com
Paid,Urban,91283.41,29,0,Unknown,0.03,No,icloud.com
Paid,Urban,120108.98,29,0,Male,0.02,No,yandex.com
Paid,Urban,60967.18,29,0,Male,0.09,No,protonmail.com
Paid,Urban,107902.97,31,0,Female,0.02,No,protonmail.com
Paid,Urban,64736.77,58,0,Male,0.22,No,Other
Paid,Urban,42551.81,47,0,Unknown,0.15,Yes,outlook.com
Default,Urban,63887.35,32,295,Female,0.17,No,yahoo.com
Paid,Urban,90964.08,32,0,Male,0.03,Yes,gmail.com
Paid,Urban,53236.47,28,0,Male,0.15,No,msn.com
Paid,Urban,57993.23,26,0,Female,0.02,No,yahoo.com
Paid,Suburban,81870.79,24,0,Male,0.01,No,icloud.com
Paid,Urban,70061.2,36,0,Male,0.06,Yes,gmail.com
Default,Suburban,81692.46,42,297,Female,0.02,No,gmail.com
Paid,Suburban,74756.59,36,0,Male,0.08,Yes,gmail.com
Paid,Urban,79592.51,28,0,Male,0.02,No,aol.com
Paid,Rural,61353.98,28,0,Female,0.1,No,outlook.com
Paid,Rural,74634.62,44,0,Male,0.17,No,aol.com
Paid,Urban,51452.54,37,0,Unknown,0.14,No,yahoo.com
Paid,Urban,95768.67,31,0,Male,0.02,No,gmail.com
Default,Suburban,57314.51,29,0,Female,0.05,No,gmail.com
Default,Suburban,92576.95,35,0,Male,0.03,Yes,yandex.com
Paid,Urban,65327.86,23,0,Male,0.07,Yes,icloud.com
Paid,Urban,74039.98,42,0,Diverse,0.13,Yes,icloud.com
Paid,Urban,60100.71,34,0,Female,0.02,Yes,icloud.com
Paid,Urban,49680.09,24,0,Male,0.06,Yes,outlook.com
Paid,Suburban,35104.79,39,0,Male,0.06,No,gmail.com
Default,Urban,48893.52,29,0,Male,0.02,No,protonmail.com
Paid,Urban,63521.82,34,0,Female,0.15,No,protonmail.com
Default,Suburban,74237.58,31,0,Female,0.16,Yes,yahoo.com
Default,Urban,90207.59,26,0,Male,0.02,Yes,yahoo.com
Default,Urban,61084.85,28,0,Male,0.07,Yes,gmail.com
Paid,Suburban,52360.78,41,0,Female,0.2,Yes,gmail.com
Paid,Rural,41145.7,27,0,Female,0.02,No,aol.com
Paid,Urban,79601.27,49,0,Male,0.03,Yes,yahoo.com
Paid,Urban,97663.89,32,0,Male,0.01,Yes,yandex.com
Paid,Urban,95326.61,29,0,Unknown,0.03,No,gmail.com
Paid,Urban,84198.65,36,0,Female,0.04,No,outlook.com
Paid,Urban,82770.87,30,0,Male,0.02,Yes,Other
Paid,Urban,103952.48,45,0,Male,0.03,Yes,icloud.com
Paid,Urban,76641.63,38,0,Unknown,0.02,No,outlook.com
Paid,Urban,82922.59,28,0,Female,0.02,Yes,gmail.com
Paid,Urban,63584.32,29,0,Female,0.04,No,gmail.com
Paid,Urban,42759.13,36,0,Male,0.13,No,protonmail.com
Paid,Urban,56323.02,21,0,Diverse,0.04,No,yahoo.com
Paid,Urban,69816.82,30,0,Female,0.02,No,yandex.com
Default,Urban,71215.71,34,0,Male,0.15,Yes,outlook.com
Default,Rural,108525.72,63,0,Male,0.03,No,yandex.com
Paid,Urban,71625.54,24,0,Male,0.02,No,msn.com
Paid,Suburban,93576.87,54,0,Female,0.03,Yes,outlook.com
Default,Suburban,61298.46,19,86,Female,0.21,Yes,yahoo.com
Default,Urban,63766.48,33,0,Female,0.05,No,yandex.com
Paid,Urban,43419.85,42,0,Female,0.15,Yes,aol.com
Paid,Urban,55153.44,30,0,Female,0.02,No,msn.com
Paid,Urban,80539.63,26,0,Male,0.02,Yes,icloud.com
Paid,Suburban,70151.2,41,0,Male,0.02,No,gmail.com
Paid,Urban,88858.77,58,0,Male,0.04,No,mail.com
Paid,Urban,73625.08,35,0,Male,0.11,No,hotmail.com
Paid,Urban,62950.93,22,0,Unknown,0.02,Yes,yahoo.com
Paid,Urban,112965.94,27,0,Male,0.02,Yes,icloud.com
Paid,Suburban,68121.93,68,0,Female,0.02,No,gmail.com
Paid,Urban,93260.02,32,0,Unknown,0.02,No,yandex.com
Paid,Urban,61975.82,21,0,Female,0.09,No,gmail.com
Paid,Rural,84191.99,25,0,Female,0.02,Yes,icloud.com
Paid,Suburban,88560.31,20,0,Male,0.01,No,yahoo.com
Paid,Urban,74169.84,35,0,Male,0.02,No,yahoo.com
Default,Urban,22910.34,40,0,Female,0.44,No,gmail.com
Default,Urban,70365.05,24,0,Male,0.26,No,gmail.com
Paid,Urban,94609.2,30,0,Male,0.02,No,outlook.com
Paid,Urban,80549.62,24,0,Female,0.02,Yes,gmail.com
Paid,Urban,78916.78,32,0,Diverse,0.12,No,gmail.com
Paid,Urban,35554.86,37,0,Male,0.02,No,outlook.com
Paid,Urban,55590.9,22,0,Male,0.06,No,icloud.com
Paid,Rural,78227.15,55,0,Male,0.02,Yes,outlook.com
Paid,Urban,78207.67,29,0,Female,0.02,Yes,gmail.com
Paid,Urban,94293.34,34,0,Female,0.02,No,msn.com
Default,Urban,67102.66,43,143,Male,0.04,No,gmail.com
Paid,Rural,78116.48,29,0,Unknown,0.19,Yes,gmail.com
Paid,Urban,70327.48,27,0,Female,0.02,Yes,outlook.com
Paid,Urban,50261.15,34,0,Female,0.03,No,yahoo.com
Default,Rural,24884.17,50,0,Male,0.28,No,protonmail.com
Paid,Rural,78620.19,27,0,Male,0.05,No,gmail.com
Paid,Suburban,73478.94,38,0,Unknown,0.02,No,yahoo.com
Default,Urban,57636.5,40,184,Unknown,0.16,No,gmail.com
Default,Urban,37616.54,21,0,Female,0.12,No,gmail.com
Paid,Suburban,82594.79,27,0,Female,0.04,Yes,icloud.com
Paid,Rural,64681.6,50,0,Male,0.16,No,aol.com
Paid,Urban,81137.49,29,0,Unknown,0.02,No,yahoo.com
Default,Urban,107280.97,62,0,Female,0.02,No,outlook.com
Default,Urban,27171.38,19,0,Male,0.15,No,Other
Paid,Suburban,56007.98,32,0,Diverse,0.02,No,gmail.com
Default,Urban,65812.49,32,0,Male,0.02,Yes,yahoo.com
Paid,Urban,99096.52,63,0,Male,0.03,No,icloud.com
Default,Urban,37271.94,29,92,Female,0.08,No,yahoo.com
Default,Urban,108717.22,28,0,Female,0.02,No,gmail.com
Paid,Urban,72717.12,37,0,Female,0.18,No,gmail.com
Default,Urban,68079.99,31,0,Female,0.03,No,yandex.com
Paid,Suburban,66038.8,36,0,Male,0.02,Yes,protonmail.com
Paid,Urban,61274.74,19,0,Male,0.02,Yes,gmail.com
Default,Urban,90962.34,21,0,Female,0.02,Yes,gmail.com
Default,Urban,48629.58,28,0,Male,0.28,Yes,gmail.com
Default,Urban,76908.28,29,278,Female,0.01,Yes,protonmail.com
Paid,Urban,62316.37,29,0,Female,0.06,No,gmail.com
Paid,Urban,54757.33,24,0,Unknown,0.08,No,gmail.com
Paid,Urban,121719.5,23,0,Male,0.02,No,aol.com
Default,Urban,78381.01,35,0,Female,0.21,No,msn.com
Paid,Urban,82265.31,28,0,Unknown,0.02,Yes,yahoo.com
Paid,Rural,92755.54,27,0,Male,0.02,Yes,gmail.com
Paid,Urban,41573.0,65,0,Female,0.17,Yes,msn.com
Paid,Suburban,105045.84,30,0,Male,0.02,No,outlook.com
Default,Urban,19820.86,49,0,Unknown,0.31,No,icloud.com
Paid,Suburban,54624.67,31,0,Female,0.02,Yes,gmail.com
Paid,Suburban,60819.37,21,0,Unknown,0.1,No,yahoo.com
Paid,Urban,81634.47,30,0,Male,0.01,No,outlook.com
Default,Urban,74374.37,32,0,Female,0.13,Yes,gmail.com
Default,Urban,66663.71,52,248,Female,0.08,No,aol.com
Paid,Urban,69760.05,24,0,Female,0.02,No,mail.com
Default,Rural,50439.54,29,0,Male,0.19,Yes,mail.com
Paid,Suburban,40055.35,45,0,Male,0.02,Yes,yahoo.com
Paid,Rural,84530.23,35,0,Male,0.03,Yes,protonmail.com
Default,Urban,83874.12,35,0,Male,0.02,Yes,yahoo.com
Paid,Suburban,101689.89,31,0,Female,0.02,Yes,outlook.com
Paid,Rural,54199.66,53,0,Male,0.02,No,hotmail.com
Paid,Urban,83856.3,29,0,Female,0.03,No,gmail.com
Paid,Urban,64325.87,34,0,Female,0.02,No,yahoo.com
Default,Suburban,93809.5,36,0,Male,0.01,No,hotmail.com
Default,Urban,90439.26,27,0,Male,0.03,No,yahoo.com
Paid,Suburban,74224.19,32,0,Male,0.1,Yes,gmail.com
Default,Urban,63209.4,24,0,Female,0.08,Yes,yandex.com
Paid,Suburban,89218.64,45,0,Female,0.03,No,gmail.com
Paid,Urban,82938.09,19,0,Female,0.03,Yes,gmail.com
Paid,Urban,56311.19,31,0,Unknown,0.18,No,msn.com
Default,Urban,43444.03,29,0,Male,0.02,No,msn.com
Paid,Suburban,64229.34,20,0,Female,0.02,No,icloud.com
Default,Suburban,100308.28,32,0,Female,0.04,No,icloud.com
Paid,Urban,92929.74,27,0,Male,0.04,No,msn.com
Default,Urban,47753.45,34,0,Unknown,0.22,No,aol.com
Paid,Rural,46644.85,22,0,Unknown,0.1,Yes,Other
Paid,Urban,95493.68,37,0,Male,0.02,No,yahoo.com
Paid,Suburban,47287.28,31,0,Female,0.09,No,gmail.com
Paid,Urban,80185.91,29,0,Diverse,0.02,No,gmail.com
Default,Urban,57678.58,59,0,Female,0.24,No,outlook.com
Paid,Urban,102340.9,41,0,Female,0.02,Yes,msn.com
Paid,Urban,54591.5,43,0,Male,0.12,No,gmail.com
Paid,Suburban,92867.23,28,0,Male,0.02,Yes,icloud.com
Default,Urban,73697.17,33,151,Male,0.07,No,gmail.com
Paid,Urban,75043.9,24,0,Female,0.02,No,yahoo.com
Default,Rural,30593.83,42,0,Unknown,0.09,No,yahoo.com
Default,Urban,25941.73,28,0,Female,0.23,Yes,yandex.com
Default,Urban,65588.68,33,99,Female,0.12,No,outlook.com
Paid,Rural,74938.12,32,0,Male,0.12,Yes,yahoo.com
Paid,Suburban,47496.04,30,0,Male,0.07,Yes,icloud.com
Paid,Urban,48226.13,74,0,Female,0.27,Yes,gmail.com
Paid,Rural,81229.45,20,0,Female,0.03,No,gmail.com
Paid,Suburban,81257.09,20,0,Unknown,0.01,No,gmail.com
Paid,Urban,67245.18,40,0,Female,0.06,Yes,gmail.com
Paid,Urban,85604.03,21,0,Female,0.03,No,gmail.com
Default,Suburban,46515.95,26,147,Unknown,0.04,Yes,yahoo.com
Paid,Suburban,62881.3,26,0,Male,0.03,No,gmail.com
Default,Urban,102957.55,37,0,Male,0.03,No,gmail.com
Default,Rural,71366.44,38,0,Female,0.07,Yes,gmail.com
Paid,Suburban,72526.25,25,0,Female,0.18,No,gmail.com
Default,Urban,116118.93,41,294,Female,0.02,Yes,gmail.com
Default,Urban,42013.16,30,0,Male,0.22,No,hotmail.com
Paid,Urban,85928.61,19,0,Unknown,0.01,No,gmail.com
Paid,Suburban,103279.73,27,0,Female,0.02,No,gmail.com
Paid,Urban,63502.84,26,0,Male,0.06,Yes,gmail.com
Paid,Urban,87192.62,31,0,Male,0.02,No,aol.com
Paid,Suburban,50359.61,25,0,Unknown,0.02,No,gmail.com
Paid,Rural,56265.35,40,0,Male,0.07,No,gmail.com
Paid,Urban,77699.33,49,0,Female,0.09,Yes,Other
Paid,Suburban,85971.33,22,0,Male,0.02,Yes,yahoo.com
Default,Urban,92418.73,41,233,Male,0.01,No,icloud.com
Paid,Suburban,101392.57,40,0,Female,0.02,No,protonmail.com
Paid,Urban,68651.07,48,0,Female,0.18,Yes,gmail.com
Paid,Urban,93872.24,25,0,Male,0.02,No,msn.com
Default,Suburban,63153.9,35,0,Unknown,0.22,Yes,icloud.com
Default,Urban,88041.83,31,0,Male,0.02,No,outlook.com
Paid,Urban,74149.78,32,0,Female,0.04,Yes,gmail.com
Default,Suburban,78913.56,19,0,Male,0.02,Yes,yahoo.com
Paid,Suburban,78470.16,25,0,Diverse,0.14,No,outlook.com
Paid,Suburban,37905.9,25,0,Unknown,0.02,No,gmail.com
Paid,Suburban,47517.56,32,0,Male,0.02,No,yandex.com
Paid,Urban,72050.83,41,0,Female,0.04,No,gmail.com
Default,Urban,36254.42,24,253,Male,0.02,No,yahoo.com
Paid,Urban,86624.22,36,0,Female,0.03,No,aol.com
Paid,Urban,87431.12,30,0,Diverse,0.02,Yes,yahoo.com
Paid,Rural,76543.41,44,0,Male,0.16,Yes,Other
Paid,Urban,47577.32,27,0,Male,0.12,No,icloud.com
Paid,Urban,97602.78,29,0,Male,0.01,Yes,yahoo.com
Paid,Urban,110744.21,24,0,Male,0.02,No,icloud.com
Default,Rural,72941.54,28,61,Male,0.08,No,yandex.com
Default,Urban,80210.71,18,0,Male,0.03,No,outlook.com
Paid,Urban,74034.77,31,0,Male,0.02,Yes,msn.com
Default,Urban,80607.38,42,0,Unknown,0.02,No,gmail.com
Paid,Suburban,67608.82,25,0,Male,0.02,Yes,icloud.com
Paid,Urban,69308.72,25,0,Male,0.1,Yes,yahoo.com
Paid,Rural,88114.35,45,0,Male,0.03,No,icloud.com
Paid,Rural,116912.48,25,0,Unknown,0.02,No,yahoo.com
Default,Urban,41998.58,42,0,Female,0.02,Yes,aol.com
Paid,Suburban,67923.75,21,0,Male,0.17,Yes,icloud.com
Paid,Rural,46390.79,29,0,Female,0.02,No,mail.com
Default,Suburban,101840.5,26,0,Female,0.02,Yes,protonmail.com
Paid,Urban,58245.24,50,0,Unknown,0.02,Yes,gmail.com
Paid,Urban,41135.98,31,0,Unknown,0.18,No,aol.com
Paid,Suburban,82763.74,41,0,Male,0.02,No,yahoo.com
Default,Urban,104886.22,27,63,Female,0.02,No,gmail.com
Paid,Suburban,83271.96,50,0,Female,0.03,No,gmail.com
Paid,Rural,74095.96,63,0,Unknown,0.1,Yes,gmail.com
Paid,Rural,78182.82,33,0,Male,0.02,Yes,yahoo.com
Paid,Urban,98296.81,29,0,Male,0.02,No,yahoo.com
Paid,Urban,52516.01,42,0,Female,0.02,Yes,outlook.com
Paid,Rural,67763.06,38,0,Female,0.09,Yes,outlook.com
Paid,Suburban,60946.2,42,0,Female,0.06,No,protonmail.com
Paid,Urban,46642.69,21,0,Male,0.11,No,gmail.com
Paid,Rural,63432.49,60,0,Unknown,0.07,Yes,gmail.com
Paid,Rural,92154.42,32,0,Diverse,0.02,Yes,aol.com
Paid,Urban,81332.04,37,0,Female,0.04,Yes,outlook.com
Paid,Urban,82886.21,26,0,Female,0.03,No,gmail.com
Default,Urban,72929.51,33,0,Unknown,0.12,No,yandex.com
Paid,Urban,80466.48,54,0,Male,0.02,Yes,outlook.com
Default,Urban,53988.19,20,238,Male,0.19,No,yahoo.com
Paid,Suburban,63809.8,37,0,Unknown,0.02,No,icloud.com
Default,Urban,73840.08,23,0,Female,0.12,No,outlook.com
Paid,Urban,75550.32,21,0,Male,0.02,No,msn.com
Paid,Urban,76403.76,28,0,Unknown,0.19,Yes,yahoo.com
Paid,Urban,67233.29,39,0,Unknown,0.02,No,outlook.com
Paid,Rural,62451.53,49,0,Unknown,0.03,No,yahoo.com
Default,Urban,133155.43,23,0,Male,0.03,No,yandex.com
Paid,Urban,88135.75,35,0,Male,0.02,Yes,yahoo.com
Paid,Suburban,78262.95,42,0,Female,0.11,No,outlook.com
Default,Urban,65335.83,26,0,Female,0.15,Yes,outlook.com
Default,Urban,60975.62,48,0,Unknown,0.07,No,gmail.com
Paid,Urban,67383.99,25,0,Unknown,0.09,Yes,icloud.com
Default,Urban,75856.58,29,0,Unknown,0.02,No,gmail.com
Paid,Urban,32391.29,34,0,Male,0.17,Yes,icloud.com
Paid,Urban,38612.21,29,0,Female,0.04,No,protonmail.com
Default,Urban,57262.35,19,0,Unknown,0.03,No,icloud.com
Paid,Rural,74142.79,35,0,Male,0.26,No,msn.com
